time,pitch_midi
5.799999999999999600e-01,6.000000000000000000e+01
5.899999999999999689e-01,6.000000000000000000e+01
5.999999999999999778e-01,6.000000000000000000e+01
6.099999999999999867e-01,6.000000000000000000e+01
6.199999999999999956e-01,6.000000000000000000e+01
6.300000000000000044e-01,6.000000000000000000e+01
6.400000000000000133e-01,6.000000000000000000e+01
6.500000000000000222e-01,6.000000000000000000e+01
6.600000000000000311e-01,6.000000000000000000e+01
6.700000000000000400e-01,6.000000000000000000e+01
6.800000000000000488e-01,6.000000000000000000e+01
6.900000000000000577e-01,6.000000000000000000e+01
7.000000000000000666e-01,6.000000000000000000e+01
7.099999999999999645e-01,6.000000000000000000e+01
7.199999999999999734e-01,6.000000000000000000e+01
7.299999999999999822e-01,6.000000000000000000e+01
7.399999999999999911e-01,6.000000000000000000e+01
7.500000000000000000e-01,6.000000000000000000e+01
7.600000000000000089e-01,6.000000000000000000e+01
7.700000000000000178e-01,6.000000000000000000e+01
7.800000000000000266e-01,6.000000000000000000e+01
7.900000000000000355e-01,6.000000000000000000e+01
8.000000000000000444e-01,6.000000000000000000e+01
8.100000000000000533e-01,6.000000000000000000e+01
8.200000000000000622e-01,6.000000000000000000e+01
8.300000000000000711e-01,6.000000000000000000e+01
8.399999999999999689e-01,6.000000000000000000e+01
8.499999999999999778e-01,6.000000000000000000e+01
8.599999999999999867e-01,6.000000000000000000e+01
8.699999999999999956e-01,6.000000000000000000e+01
8.800000000000000044e-01,6.000000000000000000e+01
8.900000000000000133e-01,6.000000000000000000e+01
9.000000000000000222e-01,6.000000000000000000e+01
9.100000000000000311e-01,6.000000000000000000e+01
9.200000000000000400e-01,6.000000000000000000e+01
9.300000000000000488e-01,6.000000000000000000e+01
9.400000000000000577e-01,6.000000000000000000e+01
9.500000000000000666e-01,6.000000000000000000e+01
9.599999999999999645e-01,6.000000000000000000e+01
9.699999999999999734e-01,6.000000000000000000e+01
9.799999999999999822e-01,6.000000000000000000e+01
9.899999999999999911e-01,6.000000000000000000e+01
1.000000000000000000e+00,6.000000000000000000e+01
1.010000000000000009e+00,5.986450483190188265e+01
1.020000000000000018e+00,5.974503040410052535e+01
1.030000000000000027e+00,5.965570318919841952e+01
1.040000000000000036e+00,5.960708509970852731e+01
1.050000000000000044e+00,5.960492466376194187e+01
1.060000000000000053e+00,5.964947732798245283e+01
1.070000000000000062e+00,5.973547525387053980e+01
1.080000000000000071e+00,5.985275017892612937e+01
1.090000000000000080e+00,5.998743569636874895e+01
1.100000000000000089e+00,6.012360679774997863e+01
1.110000000000000098e+00,6.024516282146119295e+01
1.120000000000000107e+00,6.033773117020080434e+01
1.130000000000000115e+00,6.039036670477550217e+01
1.140000000000000124e+00,6.039684588052578817e+01
1.150000000000000133e+00,6.035640260967534942e+01
1.159999999999999920e+00,6.027381884237147602e+01
1.169999999999999929e+00,6.015885915625391789e+01
1.179999999999999938e+00,6.002511620781172752e+01
1.189999999999999947e+00,5.988840355758431144e+01
1.199999999999999956e+00,5.976488589908301208e+01
1.209999999999999964e+00,5.966916777029017993e+01
1.219999999999999973e+00,5.961256673554854757e+01
1.229999999999999982e+00,5.960177521415877067e+01
1.239999999999999991e+00,5.963806917901359128e+01
1.250000000000000000e+00,5.971715728752538155e+01
1.260000000000000009e+00,5.982968828337396872e+01
1.270000000000000018e+00,5.996235667467259134e+01
1.280000000000000027e+00,6.009947595486593741e+01
1.290000000000000036e+00,6.022483335114085179e+01
1.300000000000000044e+00,6.032360679774998147e+01
1.310000000000000053e+00,6.038411747427077358e+01
1.320000000000000062e+00,6.039921069137130871e+01
1.330000000000000071e+00,6.036710185027359188e+01
1.340000000000000080e+00,6.029158745096856364e+01
1.350000000000000089e+00,6.018159619989582154e+01
1.360000000000000098e+00,6.005013329342572348e+01
1.370000000000000107e+00,5.991274270344138131e+01
1.380000000000000115e+00,5.978566928200840636e+01
1.390000000000000124e+00,5.968393799504972463e+01
1.400000000000000133e+00,5.961957739348193996e+01
1.409999999999999920e+00,5.960019737585371047e+01
1.419999999999999929e+00,5.962808940564470106e+01
1.429999999999999938e+00,5.969995557214781456e+01
1.439999999999999947e+00,5.980729853035931143e+01
1.449999999999999956e+00,5.993742621398390469e+01
1.459999999999999964e+00,6.007495252583428424e+01
1.469999999999999973e+00,6.020361656630014835e+01
1.479999999999999982e+00,6.030820529711031242e+01
1.489999999999999991e+00,6.037635230758169058e+01
1.500000000000000000e+00,6.039999999999999858e+01
1.510000000000000009e+00,6.037635230758169058e+01
1.520000000000000018e+00,6.030820529711031952e+01
1.530000000000000027e+00,6.020361656630014835e+01
1.540000000000000036e+00,6.007495252583429135e+01
1.550000000000000044e+00,5.993742621398391179e+01
1.560000000000000053e+00,5.980729853035931853e+01
1.570000000000000062e+00,5.969995557214781456e+01
1.580000000000000071e+00,5.962808940564470106e+01
1.590000000000000080e+00,5.960019737585371047e+01
1.600000000000000089e+00,5.961957739348193996e+01
1.610000000000000098e+00,5.968393799504972463e+01
1.620000000000000107e+00,5.978566928200839925e+01
1.630000000000000115e+00,5.991274270344138131e+01
1.640000000000000124e+00,6.005013329342572348e+01
1.650000000000000133e+00,6.018159619989581444e+01
1.660000000000000142e+00,6.029158745096856364e+01
1.669999999999999929e+00,6.036710185027359188e+01
1.679999999999999938e+00,6.039921069137130871e+01
1.689999999999999947e+00,6.038411747427078069e+01
1.699999999999999956e+00,6.032360679774998147e+01
1.709999999999999964e+00,6.022483335114085179e+01
1.719999999999999973e+00,6.009947595486594452e+01
1.729999999999999982e+00,5.996235667467259844e+01
1.739999999999999991e+00,5.982968828337397582e+01
1.750000000000000000e+00,5.971715728752538155e+01
1.760000000000000009e+00,5.963806917901359128e+01
1.770000000000000018e+00,5.960177521415877067e+01
1.780000000000000027e+00,5.961256673554854757e+01
1.790000000000000036e+00,5.966916777029017283e+01
1.800000000000000044e+00,5.976488589908301208e+01
1.810000000000000053e+00,5.988840355758430434e+01
1.820000000000000062e+00,6.002511620781172041e+01
1.830000000000000071e+00,6.015885915625391078e+01
1.840000000000000080e+00,6.027381884237147602e+01
1.850000000000000089e+00,6.035640260967534942e+01
1.860000000000000098e+00,6.039684588052578817e+01
1.870000000000000107e+00,6.039036670477550217e+01
1.880000000000000115e+00,6.033773117020080434e+01
1.890000000000000124e+00,6.024516282146119295e+01
1.900000000000000133e+00,6.012360679774997863e+01
1.910000000000000142e+00,5.998743569636874895e+01
1.919999999999999929e+00,5.985275017892612937e+01
1.929999999999999938e+00,5.973547525387053980e+01
1.939999999999999947e+00,5.964947732798245994e+01
1.949999999999999956e+00,5.960492466376194898e+01
1.959999999999999964e+00,5.960708509970852731e+01
1.969999999999999973e+00,5.965570318919841952e+01
1.979999999999999982e+00,5.974503040410051824e+01
1.989999999999999991e+00,5.986450483190187555e+01
2.000000000000000000e+00,5.999999999999999289e+01
2.010000000000000231e+00,6.013549516809811735e+01
2.020000000000000018e+00,6.025496959589947465e+01
2.030000000000000249e+00,6.034429681080158048e+01
2.040000000000000036e+00,6.039291490029147269e+01
2.049999999999999822e+00,6.039507533623805813e+01
2.060000000000000053e+00,6.035052267201754717e+01
2.069999999999999840e+00,6.026452474612946730e+01
2.080000000000000071e+00,6.014724982107387774e+01
2.089999999999999858e+00,6.001256430363125816e+01
2.100000000000000089e+00,5.987639320225002137e+01
2.109999999999999876e+00,5.975483717853881416e+01
2.120000000000000107e+00,5.966226882979919566e+01
2.129999999999999893e+00,5.960963329522450493e+01
2.140000000000000124e+00,5.960315411947421183e+01
2.149999999999999911e+00,5.964359739032465058e+01
2.160000000000000142e+00,5.972618115762852398e+01
2.169999999999999929e+00,5.984114084374608211e+01
2.180000000000000160e+00,5.997488379218827248e+01
2.189999999999999947e+00,6.011159644241568856e+01
2.200000000000000178e+00,6.023511410091698792e+01
2.209999999999999964e+00,6.033083222970982007e+01
2.220000000000000195e+00,6.038743326445145243e+01
2.229999999999999982e+00,6.039822478584122933e+01
2.240000000000000213e+00,6.036193082098640872e+01
2.250000000000000000e+00,6.028284271247462556e+01
2.260000000000000231e+00,6.017031171662603128e+01
2.270000000000000018e+00,6.003764332532740866e+01
2.280000000000000249e+00,5.990052404513405548e+01
2.290000000000000036e+00,5.977516664885914821e+01
2.300000000000000266e+00,5.967639320225002564e+01
2.310000000000000053e+00,5.961588252572922642e+01
2.319999999999999840e+00,5.960078930862869129e+01
2.330000000000000071e+00,5.963289814972640812e+01
2.339999999999999858e+00,5.970841254903142925e+01
2.350000000000000089e+00,5.981840380010417846e+01
2.359999999999999876e+00,5.994986670657426941e+01
2.370000000000000107e+00,6.008725729655861159e+01
2.379999999999999893e+00,6.021433071799159364e+01
2.390000000000000124e+00,6.031606200495027537e+01
2.399999999999999911e+00,6.038042260651806004e+01
2.410000000000000142e+00,6.039980262414628953e+01
2.419999999999999929e+00,6.037191059435529894e+01
2.430000000000000160e+00,6.030004442785218544e+01
2.439999999999999947e+00,6.019270146964069568e+01
2.450000000000000178e+00,6.006257378601609531e+01
2.459999999999999964e+00,5.992504747416571576e+01
2.470000000000000195e+00,5.979638343369985165e+01
2.479999999999999982e+00,5.969179470288968758e+01
2.490000000000000213e+00,5.962364769241830942e+01
2.500000000000000000e+00,5.960000000000000142e+01
2.510000000000000231e+00,5.962364769241830942e+01
2.520000000000000018e+00,5.969179470288968048e+01
2.530000000000000249e+00,5.979638343369985165e+01
2.540000000000000036e+00,5.992504747416570154e+01
2.550000000000000266e+00,6.006257378601608821e+01
2.560000000000000053e+00,6.019270146964068147e+01
2.569999999999999840e+00,6.030004442785217833e+01
2.580000000000000071e+00,6.037191059435529894e+01
2.589999999999999858e+00,6.039980262414628953e+01
2.600000000000000089e+00,6.038042260651806004e+01
2.609999999999999876e+00,6.031606200495028247e+01
2.620000000000000107e+00,6.021433071799160075e+01
2.629999999999999893e+00,6.008725729655861869e+01
2.640000000000000124e+00,5.994986670657428363e+01
2.649999999999999911e+00,5.981840380010418556e+01
2.660000000000000142e+00,5.970841254903143636e+01
2.669999999999999929e+00,5.963289814972640812e+01
2.680000000000000160e+00,5.960078930862869129e+01
2.689999999999999947e+00,5.961588252572921931e+01
2.700000000000000178e+00,5.967639320225001853e+01
2.709999999999999964e+00,5.977516664885914111e+01
2.720000000000000195e+00,5.990052404513405548e+01
2.729999999999999982e+00,6.003764332532739445e+01
2.740000000000000213e+00,6.017031171662603128e+01
2.750000000000000000e+00,6.028284271247461845e+01
2.760000000000000231e+00,6.036193082098640872e+01
2.770000000000000018e+00,6.039822478584122933e+01
2.780000000000000249e+00,6.038743326445145243e+01
2.790000000000000036e+00,6.033083222970982717e+01
2.800000000000000266e+00,6.023511410091699503e+01
2.810000000000000053e+00,6.011159644241569566e+01
2.819999999999999840e+00,5.997488379218827959e+01
2.830000000000000071e+00,5.984114084374609632e+01
2.839999999999999858e+00,5.972618115762853108e+01
2.850000000000000089e+00,5.964359739032465768e+01
2.859999999999999876e+00,5.960315411947421183e+01
2.870000000000000107e+00,5.960963329522449783e+01
2.879999999999999893e+00,5.966226882979918855e+01
2.890000000000000124e+00,5.975483717853880705e+01
2.899999999999999911e+00,5.987639320225001427e+01
2.910000000000000142e+00,6.001256430363125105e+01
2.919999999999999929e+00,6.014724982107386353e+01
2.930000000000000160e+00,6.026452474612946020e+01
2.939999999999999947e+00,6.035052267201754006e+01
2.950000000000000178e+00,6.039507533623805813e+01
2.959999999999999964e+00,6.039291490029147980e+01
2.970000000000000195e+00,6.034429681080158048e+01
2.979999999999999982e+00,6.025496959589948176e+01
2.990000000000000213e+00,6.013549516809811735e+01
3.000000000000000000e+00,6.000000000000000000e+01
3.010000000000000231e+00,6.000000000000000000e+01
3.020000000000000018e+00,6.000000000000000000e+01
3.030000000000000249e+00,6.000000000000000000e+01
3.040000000000000036e+00,6.000000000000000000e+01
3.050000000000000266e+00,6.000000000000000000e+01
3.060000000000000053e+00,6.000000000000000000e+01
3.070000000000000284e+00,6.000000000000000000e+01
3.080000000000000071e+00,6.000000000000000000e+01
3.089999999999999858e+00,6.000000000000000000e+01
3.100000000000000089e+00,6.000000000000000000e+01
3.109999999999999876e+00,6.000000000000000000e+01
3.120000000000000107e+00,6.000000000000000000e+01
3.129999999999999893e+00,6.000000000000000000e+01
3.140000000000000124e+00,6.000000000000000000e+01
3.149999999999999911e+00,6.000000000000000000e+01
3.160000000000000142e+00,6.000000000000000000e+01
3.169999999999999929e+00,6.000000000000000000e+01
3.180000000000000160e+00,6.000000000000000000e+01
3.189999999999999947e+00,6.000000000000000000e+01
3.200000000000000178e+00,6.000000000000000000e+01
3.209999999999999964e+00,6.000000000000000000e+01
3.220000000000000195e+00,6.000000000000000000e+01
3.229999999999999982e+00,6.000000000000000000e+01
3.240000000000000213e+00,6.000000000000000000e+01
3.250000000000000000e+00,6.000000000000000000e+01
3.260000000000000231e+00,6.000000000000000000e+01
3.270000000000000018e+00,6.000000000000000000e+01
3.280000000000000249e+00,6.000000000000000000e+01
3.290000000000000036e+00,6.000000000000000000e+01
3.300000000000000266e+00,6.000000000000000000e+01
3.310000000000000053e+00,6.000000000000000000e+01
3.320000000000000284e+00,6.000000000000000000e+01
3.330000000000000071e+00,6.000000000000000000e+01
3.339999999999999858e+00,6.000000000000000000e+01
3.350000000000000089e+00,6.000000000000000000e+01
3.359999999999999876e+00,6.000000000000000000e+01
3.370000000000000107e+00,6.000000000000000000e+01
3.379999999999999893e+00,6.000000000000000000e+01
3.390000000000000124e+00,6.000000000000000000e+01
3.399999999999999911e+00,6.000000000000000000e+01
3.410000000000000142e+00,6.000000000000000000e+01
3.419999999999999929e+00,6.000000000000000000e+01
3.430000000000000160e+00,6.000000000000000000e+01
3.439999999999999947e+00,6.000000000000000000e+01
3.450000000000000178e+00,6.000000000000000000e+01
3.459999999999999964e+00,6.000000000000000000e+01
3.470000000000000195e+00,6.000000000000000000e+01
3.479999999999999982e+00,6.000000000000000000e+01
3.490000000000000213e+00,6.000000000000000000e+01
3.500000000000000000e+00,6.000000000000000000e+01
3.510000000000000231e+00,6.000000000000000000e+01
3.520000000000000018e+00,6.000000000000000000e+01
3.530000000000000249e+00,6.000000000000000000e+01
3.540000000000000036e+00,6.000000000000000000e+01
3.550000000000000266e+00,6.000000000000000000e+01
3.560000000000000053e+00,6.000000000000000000e+01
3.570000000000000284e+00,6.000000000000000000e+01
3.580000000000000071e+00,6.000000000000000000e+01
3.589999999999999858e+00,6.000000000000000000e+01
3.600000000000000089e+00,6.000000000000000000e+01
3.609999999999999876e+00,6.000000000000000000e+01
3.620000000000000107e+00,6.000000000000000000e+01
3.629999999999999893e+00,6.000000000000000000e+01
3.640000000000000124e+00,6.000000000000000000e+01
3.649999999999999911e+00,6.000000000000000000e+01
3.660000000000000142e+00,6.000000000000000000e+01
3.669999999999999929e+00,6.000000000000000000e+01
3.680000000000000160e+00,6.000000000000000000e+01
3.689999999999999947e+00,6.000000000000000000e+01
3.700000000000000178e+00,6.000000000000000000e+01
3.709999999999999964e+00,6.000000000000000000e+01
3.720000000000000195e+00,6.000000000000000000e+01
3.729999999999999982e+00,6.000000000000000000e+01
3.740000000000000213e+00,6.000000000000000000e+01
3.750000000000000000e+00,6.000000000000000000e+01
3.760000000000000231e+00,6.000000000000000000e+01
3.770000000000000018e+00,6.000000000000000000e+01
3.780000000000000249e+00,6.000000000000000000e+01
3.790000000000000036e+00,6.000000000000000000e+01
3.800000000000000266e+00,6.000000000000000000e+01
3.810000000000000053e+00,6.000000000000000000e+01
3.820000000000000284e+00,6.000000000000000000e+01
3.830000000000000071e+00,6.000000000000000000e+01
3.839999999999999858e+00,6.000000000000000000e+01
3.850000000000000089e+00,6.000000000000000000e+01
3.859999999999999876e+00,6.000000000000000000e+01
3.870000000000000107e+00,6.000000000000000000e+01
3.879999999999999893e+00,6.000000000000000000e+01
3.890000000000000124e+00,6.000000000000000000e+01
3.899999999999999911e+00,6.000000000000000000e+01
3.910000000000000142e+00,6.000000000000000000e+01
3.919999999999999929e+00,6.000000000000000000e+01
3.930000000000000160e+00,6.000000000000000000e+01
3.939999999999999947e+00,6.000000000000000000e+01
3.950000000000000178e+00,6.000000000000000000e+01
3.959999999999999964e+00,6.000000000000000000e+01
3.970000000000000195e+00,6.000000000000000000e+01
3.979999999999999982e+00,6.000000000000000000e+01
3.990000000000000213e+00,6.000000000000000000e+01
